 'tryton/binutils/2.34' load complete.
 'tryton/compiler/gcc/7.4' load complete.
 'tryton/python3/3.5.6' load complete.

Loading tryton/python3/3.5.6
  Loading requirement: tryton/binutils/2.34 tryton/compiler/gcc/7.4
iter.      J_T    ∫gₐ(t)dt          J       ΔJ_T         ΔJ  secs
765   1.00e+00    1.27e-12   1.00e+00  -2.54e-12  -1.27e-12    15
766   1.00e+00    1.27e-12   1.00e+00  -2.54e-12  -1.27e-12    15
767   1.00e+00    1.27e-12   1.00e+00  -2.55e-12  -1.27e-12    15
768   1.00e+00    1.28e-12   1.00e+00  -2.55e-12  -1.28e-12    15
769   1.00e+00    1.28e-12   1.00e+00  -2.56e-12  -1.28e-12    15
770   1.00e+00    1.28e-12   1.00e+00  -2.56e-12  -1.28e-12    15
771   1.00e+00    1.28e-12   1.00e+00  -2.56e-12  -1.28e-12    15
772   1.00e+00    1.28e-12   1.00e+00  -2.57e-12  -1.28e-12    15
773   1.00e+00    1.29e-12   1.00e+00  -2.57e-12  -1.29e-12    15
774   1.00e+00    1.29e-12   1.00e+00  -2.58e-12  -1.29e-12    15
775   1.00e+00    1.29e-12   1.00e+00  -2.58e-12  -1.29e-12    15
776   1.00e+00    1.29e-12   1.00e+00  -2.58e-12  -1.29e-12    15
777   1.00e+00    1.29e-12   1.00e+00  -2.59e-12  -1.29e-12    15
778   1.00e+00    1.30e-12   1.00e+00  -2.59e-12  -1.30e-12    15
779   1.00e+00    1.30e-12   1.00e+00  -2.60e-12  -1.30e-12    15
780   1.00e+00    1.30e-12   1.00e+00  -2.60e-12  -1.30e-12    15
781   1.00e+00    1.30e-12   1.00e+00  -2.61e-12  -1.30e-12    15
782   1.00e+00    1.31e-12   1.00e+00  -2.61e-12  -1.30e-12    15
783   1.00e+00    1.31e-12   1.00e+00  -2.61e-12  -1.31e-12    15
784   1.00e+00    1.31e-12   1.00e+00  -2.62e-12  -1.31e-12    15
785   1.00e+00    1.31e-12   1.00e+00  -2.62e-12  -1.31e-12    15
786   1.00e+00    1.31e-12   1.00e+00  -2.63e-12  -1.31e-12    15
787   1.00e+00    1.32e-12   1.00e+00  -2.63e-12  -1.32e-12    15
788   1.00e+00    1.32e-12   1.00e+00  -2.64e-12  -1.32e-12    15
789   1.00e+00    1.32e-12   1.00e+00  -2.64e-12  -1.32e-12    15
790   1.00e+00    1.32e-12   1.00e+00  -2.64e-12  -1.32e-12    15
791   1.00e+00    1.32e-12   1.00e+00  -2.65e-12  -1.32e-12    15
792   1.00e+00    1.33e-12   1.00e+00  -2.65e-12  -1.33e-12    15
793   1.00e+00    1.33e-12   1.00e+00  -2.66e-12  -1.33e-12    15
794   1.00e+00    1.33e-12   1.00e+00  -2.66e-12  -1.33e-12    15
795   1.00e+00    1.33e-12   1.00e+00  -2.67e-12  -1.33e-12    15
796   1.00e+00    1.33e-12   1.00e+00  -2.67e-12  -1.33e-12    15
797   1.00e+00    1.34e-12   1.00e+00  -2.67e-12  -1.34e-12    15
798   1.00e+00    1.34e-12   1.00e+00  -2.68e-12  -1.34e-12    15
799   1.00e+00    1.34e-12   1.00e+00  -2.68e-12  -1.34e-12    15
800   1.00e+00    1.34e-12   1.00e+00  -2.69e-12  -1.34e-12    15
801   1.00e+00    1.35e-12   1.00e+00  -2.69e-12  -1.35e-12    15
802   1.00e+00    1.35e-12   1.00e+00  -2.70e-12  -1.35e-12    15
803   1.00e+00    1.35e-12   1.00e+00  -2.70e-12  -1.35e-12    15
804   1.00e+00    1.35e-12   1.00e+00  -2.70e-12  -1.35e-12    15
805   1.00e+00    1.35e-12   1.00e+00  -2.71e-12  -1.35e-12    15
806   1.00e+00    1.36e-12   1.00e+00  -2.71e-12  -1.36e-12    15
807   1.00e+00    1.36e-12   1.00e+00  -2.72e-12  -1.36e-12    15
808   1.00e+00    1.36e-12   1.00e+00  -2.72e-12  -1.36e-12    15
809   1.00e+00    1.36e-12   1.00e+00  -2.73e-12  -1.36e-12    15
810   1.00e+00    1.37e-12   1.00e+00  -2.73e-12  -1.37e-12    15
811   1.00e+00    1.37e-12   1.00e+00  -2.74e-12  -1.37e-12    15
812   1.00e+00    1.37e-12   1.00e+00  -2.74e-12  -1.37e-12    15
813   1.00e+00    1.37e-12   1.00e+00  -2.74e-12  -1.37e-12    15
814   1.00e+00    1.37e-12   1.00e+00  -2.75e-12  -1.37e-12    15
815   1.00e+00    1.38e-12   1.00e+00  -2.75e-12  -1.38e-12    15
816   1.00e+00    1.38e-12   1.00e+00  -2.76e-12  -1.38e-12    15
817   1.00e+00    1.38e-12   1.00e+00  -2.76e-12  -1.38e-12    15
818   1.00e+00    1.38e-12   1.00e+00  -2.77e-12  -1.38e-12    15
819   1.00e+00    1.39e-12   1.00e+00  -2.77e-12  -1.39e-12    15
820   1.00e+00    1.39e-12   1.00e+00  -2.78e-12  -1.39e-12    15
821   1.00e+00    1.39e-12   1.00e+00  -2.78e-12  -1.39e-12    15
822   1.00e+00    1.39e-12   1.00e+00  -2.78e-12  -1.39e-12    15
823   1.00e+00    1.39e-12   1.00e+00  -2.79e-12  -1.39e-12    15
824   1.00e+00    1.40e-12   1.00e+00  -2.79e-12  -1.40e-12    15
825   1.00e+00    1.40e-12   1.00e+00  -2.80e-12  -1.40e-12    15
826   1.00e+00    1.40e-12   1.00e+00  -2.80e-12  -1.40e-12    15
827   1.00e+00    1.40e-12   1.00e+00  -2.81e-12  -1.40e-12    15
828   1.00e+00    1.41e-12   1.00e+00  -2.81e-12  -1.41e-12    15
829   1.00e+00    1.41e-12   1.00e+00  -2.82e-12  -1.41e-12    15
830   1.00e+00    1.41e-12   1.00e+00  -2.82e-12  -1.41e-12    15
831   1.00e+00    1.41e-12   1.00e+00  -2.83e-12  -1.41e-12    15
832   1.00e+00    1.42e-12   1.00e+00  -2.83e-12  -1.41e-12    15
833   1.00e+00    1.42e-12   1.00e+00  -2.83e-12  -1.42e-12    15
834   1.00e+00    1.42e-12   1.00e+00  -2.84e-12  -1.42e-12    15
835   1.00e+00    1.42e-12   1.00e+00  -2.84e-12  -1.42e-12    15
836   1.00e+00    1.42e-12   1.00e+00  -2.85e-12  -1.42e-12    15
837   1.00e+00    1.43e-12   1.00e+00  -2.85e-12  -1.43e-12    15
838   1.00e+00    1.43e-12   1.00e+00  -2.86e-12  -1.43e-12    15
839   1.00e+00    1.43e-12   1.00e+00  -2.86e-12  -1.43e-12    15
840   1.00e+00    1.43e-12   1.00e+00  -2.87e-12  -1.43e-12    15
841   1.00e+00    1.44e-12   1.00e+00  -2.87e-12  -1.44e-12    15
842   1.00e+00    1.44e-12   1.00e+00  -2.88e-12  -1.44e-12    15
843   1.00e+00    1.44e-12   1.00e+00  -2.88e-12  -1.44e-12    15
844   1.00e+00    1.44e-12   1.00e+00  -2.89e-12  -1.44e-12    15
845   1.00e+00    1.45e-12   1.00e+00  -2.89e-12  -1.45e-12    15
846   1.00e+00    1.45e-12   1.00e+00  -2.89e-12  -1.45e-12    15
847   1.00e+00    1.45e-12   1.00e+00  -2.90e-12  -1.45e-12    15
848   1.00e+00    1.45e-12   1.00e+00  -2.90e-12  -1.45e-12    15
849   1.00e+00    1.45e-12   1.00e+00  -2.91e-12  -1.45e-12    15
850   1.00e+00    1.46e-12   1.00e+00  -2.91e-12  -1.46e-12    15
851   1.00e+00    1.46e-12   1.00e+00  -2.92e-12  -1.46e-12    15
852   1.00e+00    1.46e-12   1.00e+00  -2.92e-12  -1.46e-12    15
853   1.00e+00    1.46e-12   1.00e+00  -2.93e-12  -1.46e-12    15
854   1.00e+00    1.47e-12   1.00e+00  -2.93e-12  -1.47e-12    15
855   1.00e+00    1.47e-12   1.00e+00  -2.94e-12  -1.47e-12    15
856   1.00e+00    1.47e-12   1.00e+00  -2.94e-12  -1.47e-12    15
857   1.00e+00    1.47e-12   1.00e+00  -2.95e-12  -1.47e-12    15
858   1.00e+00    1.48e-12   1.00e+00  -2.95e-12  -1.48e-12    15
859   1.00e+00    1.48e-12   1.00e+00  -2.96e-12  -1.48e-12    15
860   1.00e+00    1.48e-12   1.00e+00  -2.96e-12  -1.48e-12    15
861   1.00e+00    1.48e-12   1.00e+00  -2.97e-12  -1.48e-12    15
862   1.00e+00    1.49e-12   1.00e+00  -2.97e-12  -1.49e-12    15
863   1.00e+00    1.49e-12   1.00e+00  -2.98e-12  -1.49e-12    15
864   1.00e+00    1.49e-12   1.00e+00  -2.98e-12  -1.49e-12    15
865   1.00e+00    1.49e-12   1.00e+00  -2.99e-12  -1.49e-12    15
866   1.00e+00    1.50e-12   1.00e+00  -2.99e-12  -1.50e-12    15
867   1.00e+00    1.50e-12   1.00e+00  -2.99e-12  -1.50e-12    15
868   1.00e+00    1.50e-12   1.00e+00  -3.00e-12  -1.50e-12    15
869   1.00e+00    1.50e-12   1.00e+00  -3.00e-12  -1.50e-12    15
870   1.00e+00    1.50e-12   1.00e+00  -3.01e-12  -1.50e-12    15
871   1.00e+00    1.51e-12   1.00e+00  -3.01e-12  -1.51e-12    15
872   1.00e+00    1.51e-12   1.00e+00  -3.02e-12  -1.51e-12    15
873   1.00e+00    1.51e-12   1.00e+00  -3.02e-12  -1.51e-12    15
874   1.00e+00    1.51e-12   1.00e+00  -3.03e-12  -1.51e-12    15
875   1.00e+00    1.52e-12   1.00e+00  -3.03e-12  -1.52e-12    15
876   1.00e+00    1.52e-12   1.00e+00  -3.04e-12  -1.52e-12    15
877   1.00e+00    1.52e-12   1.00e+00  -3.04e-12  -1.52e-12    15
878   1.00e+00    1.52e-12   1.00e+00  -3.05e-12  -1.52e-12    15
879   1.00e+00    1.53e-12   1.00e+00  -3.05e-12  -1.53e-12    15
880   1.00e+00    1.53e-12   1.00e+00  -3.06e-12  -1.53e-12    15
881   1.00e+00    1.53e-12   1.00e+00  -3.06e-12  -1.53e-12    15
882   1.00e+00    1.53e-12   1.00e+00  -3.07e-12  -1.53e-12    15
883   1.00e+00    1.54e-12   1.00e+00  -3.07e-12  -1.54e-12    15
884   1.00e+00    1.54e-12   1.00e+00  -3.08e-12  -1.54e-12    15
885   1.00e+00    1.54e-12   1.00e+00  -3.08e-12  -1.54e-12    15
886   1.00e+00    1.54e-12   1.00e+00  -3.09e-12  -1.54e-12    15
887   1.00e+00    1.55e-12   1.00e+00  -3.09e-12  -1.55e-12    15
888   1.00e+00    1.55e-12   1.00e+00  -3.10e-12  -1.55e-12    15
889   1.00e+00    1.55e-12   1.00e+00  -3.10e-12  -1.55e-12    15
890   1.00e+00    1.55e-12   1.00e+00  -3.11e-12  -1.55e-12    15
891   1.00e+00    1.56e-12   1.00e+00  -3.11e-12  -1.56e-12    15
892   1.00e+00    1.56e-12   1.00e+00  -3.12e-12  -1.56e-12    15
893   1.00e+00    1.56e-12   1.00e+00  -3.12e-12  -1.56e-12    15
894   1.00e+00    1.56e-12   1.00e+00  -3.13e-12  -1.56e-12    15
895   1.00e+00    1.57e-12   1.00e+00  -3.13e-12  -1.57e-12    15
896   1.00e+00    1.57e-12   1.00e+00  -3.14e-12  -1.57e-12    15
897   1.00e+00    1.57e-12   1.00e+00  -3.14e-12  -1.57e-12    15
898   1.00e+00    1.57e-12   1.00e+00  -3.15e-12  -1.57e-12    15
899   1.00e+00    1.58e-12   1.00e+00  -3.15e-12  -1.58e-12    15
900   1.00e+00    1.58e-12   1.00e+00  -3.16e-12  -1.58e-12    15
901   1.00e+00    1.58e-12   1.00e+00  -3.16e-12  -1.58e-12    15
902   1.00e+00    1.58e-12   1.00e+00  -3.17e-12  -1.58e-12    15
903   1.00e+00    1.59e-12   1.00e+00  -3.17e-12  -1.59e-12    15
904   1.00e+00    1.59e-12   1.00e+00  -3.18e-12  -1.59e-12    15
905   1.00e+00    1.59e-12   1.00e+00  -3.19e-12  -1.59e-12    15
906   1.00e+00    1.60e-12   1.00e+00  -3.19e-12  -1.60e-12    15
907   1.00e+00    1.60e-12   1.00e+00  -3.20e-12  -1.60e-12    15
908   1.00e+00    1.60e-12   1.00e+00  -3.20e-12  -1.60e-12    15
909   1.00e+00    1.60e-12   1.00e+00  -3.21e-12  -1.60e-12    15
910   1.00e+00    1.61e-12   1.00e+00  -3.21e-12  -1.61e-12    15
911   1.00e+00    1.61e-12   1.00e+00  -3.22e-12  -1.61e-12    15
912   1.00e+00    1.61e-12   1.00e+00  -3.22e-12  -1.61e-12    15
913   1.00e+00    1.61e-12   1.00e+00  -3.23e-12  -1.61e-12    15
914   1.00e+00    1.62e-12   1.00e+00  -3.23e-12  -1.62e-12    15
915   1.00e+00    1.62e-12   1.00e+00  -3.24e-12  -1.62e-12    15
916   1.00e+00    1.62e-12   1.00e+00  -3.24e-12  -1.62e-12    15
917   1.00e+00    1.62e-12   1.00e+00  -3.25e-12  -1.62e-12    15
918   1.00e+00    1.63e-12   1.00e+00  -3.25e-12  -1.63e-12    15
919   1.00e+00    1.63e-12   1.00e+00  -3.26e-12  -1.63e-12    15
920   1.00e+00    1.63e-12   1.00e+00  -3.26e-12  -1.63e-12    15
921   1.00e+00    1.63e-12   1.00e+00  -3.27e-12  -1.63e-12    15
922   1.00e+00    1.64e-12   1.00e+00  -3.27e-12  -1.64e-12    15
923   1.00e+00    1.64e-12   1.00e+00  -3.28e-12  -1.64e-12    15
924   1.00e+00    1.64e-12   1.00e+00  -3.28e-12  -1.64e-12    15
925   1.00e+00    1.64e-12   1.00e+00  -3.29e-12  -1.64e-12    15
926   1.00e+00    1.65e-12   1.00e+00  -3.30e-12  -1.65e-12    15
927   1.00e+00    1.65e-12   1.00e+00  -3.30e-12  -1.65e-12    15
928   1.00e+00    1.65e-12   1.00e+00  -3.31e-12  -1.65e-12    15
929   1.00e+00    1.66e-12   1.00e+00  -3.31e-12  -1.66e-12    15
930   1.00e+00    1.66e-12   1.00e+00  -3.32e-12  -1.66e-12    15
931   1.00e+00    1.66e-12   1.00e+00  -3.32e-12  -1.66e-12    15
932   1.00e+00    1.66e-12   1.00e+00  -3.33e-12  -1.66e-12    15
933   1.00e+00    1.67e-12   1.00e+00  -3.33e-12  -1.67e-12    15
934   1.00e+00    1.67e-12   1.00e+00  -3.34e-12  -1.67e-12    15
935   1.00e+00    1.67e-12   1.00e+00  -3.34e-12  -1.67e-12    15
936   1.00e+00    1.67e-12   1.00e+00  -3.35e-12  -1.67e-12    15
937   1.00e+00    1.68e-12   1.00e+00  -3.35e-12  -1.68e-12    15
938   1.00e+00    1.68e-12   1.00e+00  -3.36e-12  -1.68e-12    15
939   1.00e+00    1.68e-12   1.00e+00  -3.37e-12  -1.68e-12    15
940   1.00e+00    1.69e-12   1.00e+00  -3.37e-12  -1.69e-12    15
941   1.00e+00    1.69e-12   1.00e+00  -3.38e-12  -1.69e-12    15
942   1.00e+00    1.69e-12   1.00e+00  -3.38e-12  -1.69e-12    15
943   1.00e+00    1.69e-12   1.00e+00  -3.39e-12  -1.69e-12    15
944   1.00e+00    1.70e-12   1.00e+00  -3.39e-12  -1.70e-12    15
945   1.00e+00    1.70e-12   1.00e+00  -3.40e-12  -1.70e-12    15
946   1.00e+00    1.70e-12   1.00e+00  -3.40e-12  -1.70e-12    15
947   1.00e+00    1.70e-12   1.00e+00  -3.41e-12  -1.70e-12    15
948   1.00e+00    1.71e-12   1.00e+00  -3.41e-12  -1.71e-12    15
949   1.00e+00    1.71e-12   1.00e+00  -3.42e-12  -1.71e-12    15
950   1.00e+00    1.71e-12   1.00e+00  -3.43e-12  -1.71e-12    15
951   1.00e+00    1.72e-12   1.00e+00  -3.43e-12  -1.72e-12    15
952   1.00e+00    1.72e-12   1.00e+00  -3.44e-12  -1.72e-12    15
953   1.00e+00    1.72e-12   1.00e+00  -3.44e-12  -1.72e-12    15
954   1.00e+00    1.72e-12   1.00e+00  -3.45e-12  -1.72e-12    15
955   1.00e+00    1.73e-12   1.00e+00  -3.45e-12  -1.73e-12    15
956   1.00e+00    1.73e-12   1.00e+00  -3.46e-12  -1.73e-12    15
957   1.00e+00    1.73e-12   1.00e+00  -3.46e-12  -1.73e-12    15
958   1.00e+00    1.74e-12   1.00e+00  -3.47e-12  -1.74e-12    15
959   1.00e+00    1.74e-12   1.00e+00  -3.48e-12  -1.74e-12    15
960   1.00e+00    1.74e-12   1.00e+00  -3.48e-12  -1.74e-12    15
961   1.00e+00    1.74e-12   1.00e+00  -3.49e-12  -1.74e-12    15
962   1.00e+00    1.75e-12   1.00e+00  -3.49e-12  -1.75e-12    15
963   1.00e+00    1.75e-12   1.00e+00  -3.50e-12  -1.75e-12    15
964   1.00e+00    1.75e-12   1.00e+00  -3.50e-12  -1.75e-12    15
965   1.00e+00    1.75e-12   1.00e+00  -3.51e-12  -1.75e-12    15
966   1.00e+00    1.76e-12   1.00e+00  -3.52e-12  -1.76e-12    15
967   1.00e+00    1.76e-12   1.00e+00  -3.52e-12  -1.76e-12    15
968   1.00e+00    1.76e-12   1.00e+00  -3.53e-12  -1.76e-12    15
969   1.00e+00    1.77e-12   1.00e+00  -3.53e-12  -1.77e-12    15
970   1.00e+00    1.77e-12   1.00e+00  -3.54e-12  -1.77e-12    15
971   1.00e+00    1.77e-12   1.00e+00  -3.54e-12  -1.77e-12    15
972   1.00e+00    1.77e-12   1.00e+00  -3.55e-12  -1.77e-12    15
973   1.00e+00    1.78e-12   1.00e+00  -3.56e-12  -1.78e-12    15
974   1.00e+00    1.78e-12   1.00e+00  -3.56e-12  -1.78e-12    15
975   1.00e+00    1.78e-12   1.00e+00  -3.57e-12  -1.78e-12    15
976   1.00e+00    1.79e-12   1.00e+00  -3.57e-12  -1.79e-12    15
977   1.00e+00    1.79e-12   1.00e+00  -3.58e-12  -1.79e-12    15
978   1.00e+00    1.79e-12   1.00e+00  -3.58e-12  -1.79e-12    15
979   1.00e+00    1.80e-12   1.00e+00  -3.59e-12  -1.80e-12    15
980   1.00e+00    1.80e-12   1.00e+00  -3.60e-12  -1.80e-12    15
981   1.00e+00    1.80e-12   1.00e+00  -3.60e-12  -1.80e-12    15
982   1.00e+00    1.80e-12   1.00e+00  -3.61e-12  -1.80e-12    15
983   1.00e+00    1.81e-12   1.00e+00  -3.61e-12  -1.81e-12    15
984   1.00e+00    1.81e-12   1.00e+00  -3.62e-12  -1.81e-12    15
985   1.00e+00    1.81e-12   1.00e+00  -3.63e-12  -1.81e-12    15
986   1.00e+00    1.82e-12   1.00e+00  -3.63e-12  -1.82e-12    15
987   1.00e+00    1.82e-12   1.00e+00  -3.64e-12  -1.82e-12    15
988   1.00e+00    1.82e-12   1.00e+00  -3.64e-12  -1.82e-12    15
989   1.00e+00    1.82e-12   1.00e+00  -3.65e-12  -1.82e-12    15
990   1.00e+00    1.83e-12   1.00e+00  -3.65e-12  -1.83e-12    15
991   1.00e+00    1.83e-12   1.00e+00  -3.66e-12  -1.83e-12    15
992   1.00e+00    1.83e-12   1.00e+00  -3.67e-12  -1.83e-12    15
993   1.00e+00    1.84e-12   1.00e+00  -3.67e-12  -1.84e-12    15
994   1.00e+00    1.84e-12   1.00e+00  -3.68e-12  -1.84e-12    15
995   1.00e+00    1.84e-12   1.00e+00  -3.68e-12  -1.84e-12    15
996   1.00e+00    1.85e-12   1.00e+00  -3.69e-12  -1.85e-12    15
997   1.00e+00    1.85e-12   1.00e+00  -3.70e-12  -1.85e-12    15
998   1.00e+00    1.85e-12   1.00e+00  -3.70e-12  -1.85e-12    15
999   1.00e+00    1.85e-12   1.00e+00  -3.71e-12  -1.85e-12    15
1000  1.00e+00    1.86e-12   1.00e+00  -3.71e-12  -1.86e-12    15
1001  1.00e+00    1.86e-12   1.00e+00  -3.72e-12  -1.86e-12    15
1002  1.00e+00    1.86e-12   1.00e+00  -3.73e-12  -1.86e-12    15
1003  1.00e+00    1.87e-12   1.00e+00  -3.73e-12  -1.87e-12    15
1004  1.00e+00    1.87e-12   1.00e+00  -3.74e-12  -1.87e-12    15
1005  1.00e+00    1.87e-12   1.00e+00  -3.74e-12  -1.87e-12    15
1006  1.00e+00    1.88e-12   1.00e+00  -3.75e-12  -1.88e-12    15
1007  1.00e+00    1.88e-12   1.00e+00  -3.76e-12  -1.88e-12    15
1008  1.00e+00    1.88e-12   1.00e+00  -3.76e-12  -1.88e-12    15
1009  1.00e+00    1.88e-12   1.00e+00  -3.77e-12  -1.88e-12    15
1010  1.00e+00    1.89e-12   1.00e+00  -3.77e-12  -1.89e-12    15
1011  1.00e+00    1.89e-12   1.00e+00  -3.78e-12  -1.89e-12    15
1012  1.00e+00    1.89e-12   1.00e+00  -3.79e-12  -1.89e-12    15
1013  1.00e+00    1.90e-12   1.00e+00  -3.79e-12  -1.90e-12    15
1014  1.00e+00    1.90e-12   1.00e+00  -3.80e-12  -1.90e-12    15
1015  1.00e+00    1.90e-12   1.00e+00  -3.81e-12  -1.90e-12    15
1016  1.00e+00    1.91e-12   1.00e+00  -3.81e-12  -1.91e-12    15
1017  1.00e+00    1.91e-12   1.00e+00  -3.82e-12  -1.91e-12    15
1018  1.00e+00    1.91e-12   1.00e+00  -3.82e-12  -1.91e-12    15
1019  1.00e+00    1.92e-12   1.00e+00  -3.83e-12  -1.92e-12    15
1020  1.00e+00    1.92e-12   1.00e+00  -3.84e-12  -1.92e-12    15
1021  1.00e+00    1.92e-12   1.00e+00  -3.84e-12  -1.92e-12    15
1022  1.00e+00    1.92e-12   1.00e+00  -3.85e-12  -1.92e-12    15
1023  1.00e+00    1.93e-12   1.00e+00  -3.86e-12  -1.93e-12    15
1024  1.00e+00    1.93e-12   1.00e+00  -3.86e-12  -1.93e-12    15
1025  1.00e+00    1.93e-12   1.00e+00  -3.87e-12  -1.93e-12    15
1026  1.00e+00    1.94e-12   1.00e+00  -3.87e-12  -1.94e-12    15
1027  1.00e+00    1.94e-12   1.00e+00  -3.88e-12  -1.94e-12    15
1028  1.00e+00    1.94e-12   1.00e+00  -3.89e-12  -1.94e-12    15
1029  1.00e+00    1.95e-12   1.00e+00  -3.89e-12  -1.95e-12    15
1030  1.00e+00    1.95e-12   1.00e+00  -3.90e-12  -1.95e-12    15
1031  1.00e+00    1.95e-12   1.00e+00  -3.91e-12  -1.95e-12    15
1032  1.00e+00    1.96e-12   1.00e+00  -3.91e-12  -1.96e-12    15
1033  1.00e+00    1.96e-12   1.00e+00  -3.92e-12  -1.96e-12    15
1034  1.00e+00    1.96e-12   1.00e+00  -3.92e-12  -1.96e-12    15
1035  1.00e+00    1.97e-12   1.00e+00  -3.93e-12  -1.97e-12    15
1036  1.00e+00    1.97e-12   1.00e+00  -3.94e-12  -1.97e-12    15
1037  1.00e+00    1.97e-12   1.00e+00  -3.94e-12  -1.97e-12    15
1038  1.00e+00    1.98e-12   1.00e+00  -3.95e-12  -1.97e-12    15
1039  1.00e+00    1.98e-12   1.00e+00  -3.96e-12  -1.98e-12    15
1040  1.00e+00    1.98e-12   1.00e+00  -3.96e-12  -1.98e-12    15
1041  1.00e+00    1.98e-12   1.00e+00  -3.97e-12  -1.98e-12    15
1042  1.00e+00    1.99e-12   1.00e+00  -3.98e-12  -1.99e-12    15
1043  1.00e+00    1.99e-12   1.00e+00  -3.98e-12  -1.99e-12    15
1044  1.00e+00    1.99e-12   1.00e+00  -3.99e-12  -1.99e-12    15
1045  1.00e+00    2.00e-12   1.00e+00  -4.00e-12  -2.00e-12    15
1046  1.00e+00    2.00e-12   1.00e+00  -4.00e-12  -2.00e-12    15
1047  1.00e+00    2.00e-12   1.00e+00  -4.01e-12  -2.00e-12    15
1048  1.00e+00    2.01e-12   1.00e+00  -4.01e-12  -2.01e-12    15
1049  1.00e+00    2.01e-12   1.00e+00  -4.02e-12  -2.01e-12    15
1050  1.00e+00    2.01e-12   1.00e+00  -4.03e-12  -2.01e-12    15
1051  1.00e+00    2.02e-12   1.00e+00  -4.03e-12  -2.02e-12    15
1052  1.00e+00    2.02e-12   1.00e+00  -4.04e-12  -2.02e-12    15
1053  1.00e+00    2.02e-12   1.00e+00  -4.05e-12  -2.02e-12    15
1054  1.00e+00    2.03e-12   1.00e+00  -4.05e-12  -2.03e-12    15
1055  1.00e+00    2.03e-12   1.00e+00  -4.06e-12  -2.03e-12    15
1056  1.00e+00    2.03e-12   1.00e+00  -4.07e-12  -2.03e-12    15
1057  1.00e+00    2.04e-12   1.00e+00  -4.07e-12  -2.04e-12    15
1058  1.00e+00    2.04e-12   1.00e+00  -4.08e-12  -2.04e-12    15
1059  1.00e+00    2.04e-12   1.00e+00  -4.09e-12  -2.04e-12    15
1060  1.00e+00    2.05e-12   1.00e+00  -4.09e-12  -2.05e-12    15
1061  1.00e+00    2.05e-12   1.00e+00  -4.10e-12  -2.05e-12    15
1062  1.00e+00    2.05e-12   1.00e+00  -4.11e-12  -2.05e-12    15
1063  1.00e+00    2.06e-12   1.00e+00  -4.11e-12  -2.06e-12    15
1064  1.00e+00    2.06e-12   1.00e+00  -4.12e-12  -2.06e-12    15
1065  1.00e+00    2.06e-12   1.00e+00  -4.13e-12  -2.06e-12    15
1066  1.00e+00    2.07e-12   1.00e+00  -4.13e-12  -2.07e-12    15
1067  1.00e+00    2.07e-12   1.00e+00  -4.14e-12  -2.07e-12    15
1068  1.00e+00    2.07e-12   1.00e+00  -4.15e-12  -2.07e-12    15
1069  1.00e+00    2.08e-12   1.00e+00  -4.15e-12  -2.08e-12    15
1070  1.00e+00    2.08e-12   1.00e+00  -4.16e-12  -2.08e-12    15
1071  1.00e+00    2.08e-12   1.00e+00  -4.17e-12  -2.08e-12    15
1072  1.00e+00    2.09e-12   1.00e+00  -4.17e-12  -2.09e-12    15
1073  1.00e+00    2.09e-12   1.00e+00  -4.18e-12  -2.09e-12    15
1074  1.00e+00    2.09e-12   1.00e+00  -4.19e-12  -2.09e-12    15
1075  1.00e+00    2.10e-12   1.00e+00  -4.19e-12  -2.10e-12    15
1076  1.00e+00    2.10e-12   1.00e+00  -4.20e-12  -2.10e-12    15
1077  1.00e+00    2.10e-12   1.00e+00  -4.21e-12  -2.10e-12    15
1078  1.00e+00    2.11e-12   1.00e+00  -4.21e-12  -2.11e-12    15
1079  1.00e+00    2.11e-12   1.00e+00  -4.22e-12  -2.11e-12    15
1080  1.00e+00    2.11e-12   1.00e+00  -4.23e-12  -2.11e-12    15
1081  1.00e+00    2.12e-12   1.00e+00  -4.23e-12  -2.12e-12    15
1082  1.00e+00    2.12e-12   1.00e+00  -4.24e-12  -2.12e-12    15
1083  1.00e+00    2.12e-12   1.00e+00  -4.25e-12  -2.12e-12    15
1084  1.00e+00    2.13e-12   1.00e+00  -4.26e-12  -2.13e-12    15
1085  1.00e+00    2.13e-12   1.00e+00  -4.26e-12  -2.13e-12    15
1086  1.00e+00    2.13e-12   1.00e+00  -4.27e-12  -2.13e-12    15
1087  1.00e+00    2.14e-12   1.00e+00  -4.28e-12  -2.14e-12    15
1088  1.00e+00    2.14e-12   1.00e+00  -4.28e-12  -2.14e-12    15
1089  1.00e+00    2.14e-12   1.00e+00  -4.29e-12  -2.14e-12    15
1090  1.00e+00    2.15e-12   1.00e+00  -4.30e-12  -2.15e-12    15
1091  1.00e+00    2.15e-12   1.00e+00  -4.30e-12  -2.15e-12    15
1092  1.00e+00    2.16e-12   1.00e+00  -4.31e-12  -2.16e-12    15
1093  1.00e+00    2.16e-12   1.00e+00  -4.32e-12  -2.16e-12    15
1094  1.00e+00    2.16e-12   1.00e+00  -4.32e-12  -2.16e-12    15
1095  1.00e+00    2.17e-12   1.00e+00  -4.33e-12  -2.17e-12    15
1096  1.00e+00    2.17e-12   1.00e+00  -4.34e-12  -2.17e-12    15
1097  1.00e+00    2.17e-12   1.00e+00  -4.35e-12  -2.17e-12    15
1098  1.00e+00    2.18e-12   1.00e+00  -4.35e-12  -2.18e-12    15
1099  1.00e+00    2.18e-12   1.00e+00  -4.36e-12  -2.18e-12    15
